idade,estado_civil,nivel_educacao,num_dependentes,tipo_emprego,anos_emprego,renda_mensal,regiao,possui_imovel,possui_veiculo,valor_emprestimo,finalidade_emprestimo,score_credito,divida_total,inadimplencias,num_emprestimos_anteriores,historico_pagamento,tempo_conta_bancaria,num_contas_bancarias,num_cartoes_credito,aprovado
65,Solteiro,Fundamental,1,CLT,2,2438,Nordeste,0,1,38657,Educacao,673,27760,0,1,Ruim,5,2,2,0
68,Solteiro,Medio,1,CLT,1,9029,Centro-Oeste,0,1,16048,Veiculo,567,2225,0,0,Ruim,11,1,1,1
56,Casado,Fundamental,3,Autonomo,5,10229,Sudeste,0,1,16998,Negocio,619,11268,1,4,Ruim,3,1,3,1
39,Solteiro,Fundamental,1,CLT,14,2476,Norte,0,1,15611,Veiculo,765,2193,1,3,Ruim,4,2,2,1
29,Solteiro,Fundamental,2,Servidor_Publico,1,2442,Sul,1,0,19690,Casa,545,4917,1,2,Excelente,0,1,1,1
41,Casado,Medio,2,Autonomo,8,3407,Sudeste,0,0,25824,Casa,547,2994,2,2,Bom,18,5,2,1
64,Casado,Superior,5,Autonomo,0,2102,Nordeste,1,0,77041,Veiculo,595,8047,0,2,Bom,5,4,1,1
57,Divorciado,Fundamental,1,Servidor_Publico,3,3077,Nordeste,0,1,11968,Educacao,618,61577,1,0,Bom,7,3,4,1
55,Casado,Superior,4,CLT,0,3865,Sul,1,1,109171,Casa,682,1947,2,5,Ruim,1,2,2,0
27,Solteiro,Medio,3,CLT,13,6650,Sudeste,0,0,10026,Negocio,624,2597,0,0,Regular,6,3,3,1
52,Casado,Medio,2,CLT,7,5160,Centro-Oeste,1,1,57740,Pessoal,644,14720,0,2,Excelente,3,5,3,1
68,Divorciado,Fundamental,2,Autonomo,5,4497,Nordeste,0,1,18386,Educacao,504,6954,0,2,Bom,0,1,3,1
66,Solteiro,Medio,0,CLT,8,3677,Centro-Oeste,1,1,12980,Pessoal,650,2269,0,2,Pessimo,10,2,3,1
49,Solteiro,Superior,5,CLT,5,2242,Nordeste,1,1,77149,Casa,652,5059,0,4,Bom,10,3,1,1
24,Solteiro,Superior,0,CLT,17,7009,Nordeste,0,1,28721,Casa,687,1783,1,0,Bom,0,2,4,1
38,Viuvo,Superior,2,CLT,6,6916,Sudeste,1,0,27855,Pessoal,587,4963,2,2,Regular,2,3,3,0
37,Viuvo,Medio,1,CLT,12,3394,Norte,0,0,21554,Pessoal,619,3066,1,2,Bom,1,1,0,1
43,Casado,Pos-Graduacao,1,CLT,3,2538,Centro-Oeste,1,0,16895,Veiculo,690,11058,2,0,Pessimo,4,1,2,0
21,Solteiro,Medio,2,Autonomo,0,12502,Centro-Oeste,1,1,23353,Negocio,514,15415,0,1,Regular,4,2,2,1
63,Divorciado,Superior,4,CLT,3,5698,Sudeste,1,1,2035,Negocio,440,570,0,3,Bom,6,1,0,1
69,Casado,Medio,1,Empresario,0,6236,Centro-Oeste,0,0,6106,Negocio,509,9018,3,1,Bom,1,1,2,0
39,Casado,Medio,5,Autonomo,4,6400,Sudeste,0,0,36822,Saude,556,809,2,1,Bom,1,1,4,0
32,Divorciado,Superior,2,Autonomo,3,2388,Centro-Oeste,0,0,69301,Veiculo,727,8154,0,1,Excelente,7,1,4,1
73,Casado,Superior,0,CLT,4,12083,Sudeste,0,0,80085,Casa,822,39796,1,2,Bom,22,1,0,1
57,Divorciado,Superior,0,Autonomo,0,3857,Sudeste,0,1,12511,Casa,529,5719,0,4,Regular,17,3,1,1
38,Divorciado,Medio,2,Autonomo,1,8048,Norte,0,1,31390,Casa,611,10466,0,0,Excelente,9,2,2,1
32,Casado,Medio,0,CLT,3,11790,Sudeste,1,0,4652,Casa,567,16939,2,1,Excelente,0,3,2,1
39,Casado,Pos-Graduacao,1,CLT,15,5160,Sul,1,0,20310,Casa,668,17561,1,1,Regular,1,1,3,1
69,Casado,Medio,0,Empresario,2,2419,Nordeste,1,1,51997,Casa,647,18665,0,0,Bom,7,1,3,1
45,Casado,Fundamental,1,Empresario,2,1100,Sudeste,1,0,26529,Casa,532,12521,0,4,Bom,2,1,2,1
31,Casado,Medio,2,Autonomo,6,4802,Sudeste,0,1,20632,Saude,557,3813,0,0,Ruim,3,5,4,1
44,Casado,Medio,1,Empresario,4,5710,Norte,1,0,26618,Casa,605,15435,1,0,Excelente,18,1,2,1
58,Casado,Fundamental,0,Servidor_Publico,1,3468,Centro-Oeste,1,1,75077,Pessoal,743,35951,0,2,Bom,0,1,0,1
57,Casado,Superior,0,CLT,2,5331,Sudeste,0,1,22120,Saude,554,13160,3,0,Excelente,11,2,2,1
45,Viuvo,Superior,1,Autonomo,1,6362,Sudeste,1,0,28512,Pessoal,464,9800,1,2,Ruim,0,1,1,0
43,Solteiro,Medio,0,Servidor_Publico,16,8922,Sul,1,0,90718,Educacao,750,1517,0,3,Regular,2,4,2,1
66,Casado,Pos-Graduacao,2,Autonomo,0,4284,Sul,1,1,22411,Casa,669,2798,1,0,Bom,4,3,2,1
19,Divorciado,Superior,2,Empresario,2,4782,Sudeste,1,1,7264,Pessoal,503,3949,0,0,Regular,2,4,2,1
42,Solteiro,Superior,0,CLT,0,4415,Sudeste,1,1,80396,Veiculo,650,2700,0,0,Regular,18,3,2,1
73,Viuvo,Superior,1,CLT,1,5014,Sudeste,1,1,60625,Casa,701,6875,0,0,Excelente,4,1,3,1
20,Casado,Superior,1,Autonomo,7,3612,Nordeste,0,1,4567,Casa,629,3201,3,0,Regular,7,1,0,1
25,Divorciado,Fundamental,1,Servidor_Publico,1,3601,Norte,1,0,24242,Saude,756,19269,0,4,Bom,7,1,4,1
61,Divorciado,Superior,2,Servidor_Publico,0,3740,Centro-Oeste,0,0,26430,Educacao,675,5438,1,3,Excelente,10,3,3,1
50,Divorciado,Pos-Graduacao,1,CLT,3,5397,Centro-Oeste,1,0,80412,Casa,650,2655,0,0,Ruim,11,3,4,1
59,Solteiro,Fundamental,1,Servidor_Publico,0,2956,Sudeste,0,0,26595,Saude,640,3220,0,4,Regular,3,5,0,1
69,Casado,Superior,3,CLT,0,3749,Sudeste,1,1,30722,Pessoal,633,8676,1,0,Regular,11,2,1,1
52,Solteiro,Superior,0,Servidor_Publico,8,14547,Nordeste,1,0,31495,Negocio,707,6111,1,2,Ruim,6,1,0,1
23,Divorciado,Medio,2,Servidor_Publico,7,8415,Norte,1,0,18529,Casa,605,8448,0,0,Bom,6,1,4,1
56,Casado,Pos-Graduacao,1,Autonomo,12,2767,Centro-Oeste,1,0,75946,Veiculo,714,6332,0,0,Excelente,1,2,3,1
69,Solteiro,Fundamental,1,Autonomo,9,8256,Nordeste,0,0,14273,Negocio,651,45161,0,3,Pessimo,1,1,0,1
40,Casado,Medio,2,Servidor_Publico,5,7161,Centro-Oeste,0,0,18244,Casa,630,19083,0,1,Bom,6,2,1,1
42,Solteiro,Pos-Graduacao,2,CLT,0,4617,Sudeste,1,0,26775,Saude,589,3428,1,2,Regular,1,1,2,1
67,Casado,Medio,1,Empresario,7,3213,Sul,1,1,9223,Saude,590,1157,0,1,Pessimo,4,3,3,1
60,Casado,Superior,2,CLT,9,3002,Sudeste,1,1,110451,Casa,651,5653,1,0,Bom,4,3,1,1
36,Solteiro,Superior,3,Autonomo,8,5621,Nordeste,1,1,26884,Negocio,721,2599,1,2,Pessimo,1,3,1,1
22,Casado,Fundamental,5,Autonomo,3,2957,Sul,1,1,52035,Pessoal,670,1438,0,3,Regular,5,5,2,1
68,Solteiro,Medio,2,Servidor_Publico,1,9493,Sudeste,1,1,12506,Negocio,548,15343,0,0,Pessimo,4,3,2,1
28,Solteiro,Pos-Graduacao,4,CLT,9,11254,Nordeste,1,0,47542,Pessoal,460,8019,0,1,Excelente,0,3,0,1
73,Solteiro,Medio,0,CLT,6,4790,Sudeste,0,1,50882,Negocio,693,24898,0,2,Regular,2,1,3,1
29,Viuvo,Superior,1,Servidor_Publico,19,9732,Sudeste,1,1,57107,Pessoal,850,7525,1,2,Pessimo,2,4,1,1
27,Casado,Medio,0,Autonomo,0,3839,Nordeste,0,0,123500,Pessoal,592,6512,0,2,Bom,4,1,3,1
25,Casado,Pos-Graduacao,0,CLT,1,3201,Sudeste,0,1,17212,Educacao,573,2265,1,2,Bom,8,2,3,1
41,Casado,Pos-Graduacao,1,Autonomo,1,9510,Sudeste,1,0,23171,Casa,702,4332,0,6,Bom,0,5,5,1
45,Casado,Fundamental,2,CLT,7,12681,Sudeste,1,0,13681,Casa,533,1347,0,1,Pessimo,0,1,1,1
58,Solteiro,Superior,1,Servidor_Publico,1,15960,Centro-Oeste,1,0,24909,Pessoal,769,22900,0,2,Bom,2,1,4,1
53,Solteiro,Superior,2,Autonomo,0,6000,Nordeste,0,1,45765,Saude,661,2171,1,2,Excelente,9,1,3,1
54,Solteiro,Superior,1,CLT,32,8244,Norte,1,1,43835,Negocio,617,10104,0,2,Ruim,3,1,4,1
38,Solteiro,Medio,1,Autonomo,0,5921,Centro-Oeste,1,0,99967,Negocio,542,6331,1,1,Regular,4,3,0,1
25,Casado,Medio,0,CLT,9,11407,Sudeste,1,1,39821,Saude,708,11952,0,2,Regular,3,1,1,1
72,Solteiro,Medio,1,Autonomo,2,6373,Nordeste,0,0,26915,Saude,575,8387,0,2,Regular,3,1,0,1
26,Casado,Superior,1,Servidor_Publico,9,7966,Sudeste,1,0,11232,Educacao,690,2158,0,2,Regular,22,4,1,1
64,Solteiro,Pos-Graduacao,2,Autonomo,4,2486,Nordeste,1,0,53801,Pessoal,659,5809,0,0,Regular,13,1,4,1
32,Casado,Superior,0,CLT,11,4278,Sudeste,1,1,23737,Casa,749,28760,1,1,Pessimo,7,1,1,0
65,Divorciado,Medio,0,Empresario,13,8007,Centro-Oeste,0,1,54788,Negocio,635,3557,0,4,Bom,2,1,2,1
63,Solteiro,Fundamental,2,Autonomo,0,7588,Nordeste,0,0,19152,Negocio,850,25783,0,4,Pessimo,4,1,2,1
57,Solteiro,Pos-Graduacao,1,Servidor_Publico,0,8428,Sudeste,0,1,70302,Casa,675,15703,1,3,Bom,7,1,2,1
35,Casado,Medio,1,CLT,1,5283,Nordeste,1,1,36645,Veiculo,634,9314,0,2,Bom,3,3,2,1
59,Solteiro,Superior,0,Servidor_Publico,5,3323,Sudeste,0,0,59504,Pessoal,581,3868,0,0,Regular,4,1,1,1
37,Solteiro,Superior,1,Autonomo,10,4743,Sudeste,1,1,36631,Veiculo,707,10641,1,1,Ruim,0,1,0,1
23,Solteiro,Pos-Graduacao,3,CLT,3,5055,Nordeste,1,1,12832,Saude,583,4864,0,0,Bom,0,2,3,1
29,Divorciado,Medio,4,Desempregado,4,5681,Sudeste,0,1,20084,Casa,542,24455,2,3,Excelente,1,1,1,0
19,Casado,Medio,2,CLT,1,2749,Norte,0,1,9659,Veiculo,573,2236,0,0,Regular,8,2,2,1
24,Viuvo,Pos-Graduacao,0,CLT,8,4190,Sudeste,0,1,31185,Pessoal,600,11025,0,3,Pessimo,1,1,2,1
33,Casado,Superior,2,CLT,17,4660,Centro-Oeste,0,0,8348,Veiculo,844,8339,2,3,Bom,15,2,0,1
20,Divorciado,Fundamental,0,CLT,1,1280,Norte,1,0,34033,Pessoal,649,11254,1,4,Excelente,2,1,1,1
62,Divorciado,Medio,1,Autonomo,3,8099,Sul,0,1,1486,Educacao,553,16610,0,3,Regular,1,2,1,1
20,Divorciado,Medio,0,Autonomo,0,5423,Sul,1,1,51428,Veiculo,728,3333,0,2,Bom,10,2,1,1
44,Solteiro,Pos-Graduacao,3,Servidor_Publico,4,5762,Nordeste,0,1,11126,Saude,638,3330,0,2,Excelente,3,3,1,1
67,Casado,Medio,2,Servidor_Publico,3,3607,Nordeste,1,1,12542,Saude,749,10050,0,1,Ruim,2,4,1,1
60,Casado,Pos-Graduacao,2,Servidor_Publico,0,6986,Nordeste,1,0,80619,Pessoal,811,21261,1,0,Regular,2,3,1,1
57,Casado,Fundamental,2,CLT,2,2983,Sudeste,0,0,34746,Veiculo,470,6315,0,0,Bom,2,4,0,1
55,Casado,Medio,0,Autonomo,2,3278,Norte,1,1,52948,Negocio,382,34128,0,0,Pessimo,6,1,0,0
50,Divorciado,Pos-Graduacao,1,Servidor_Publico,3,7165,Nordeste,0,1,12036,Negocio,819,6003,0,5,Regular,4,5,4,1
45,Viuvo,Pos-Graduacao,2,CLT,4,6089,Sudeste,1,1,58076,Negocio,551,3977,0,0,Regular,3,1,3,1
18,Divorciado,Medio,2,Empresario,0,2283,Nordeste,1,0,24101,Educacao,450,12762,0,2,Regular,3,1,2,1
72,Divorciado,Medio,3,Autonomo,7,12662,Sul,1,0,29557,Pessoal,567,4693,0,0,Pessimo,0,2,1,1
25,Casado,Superior,0,Empresario,6,3117,Sudeste,1,0,88631,Pessoal,523,4751,1,6,Ruim,10,3,2,1
54,Casado,Fundamental,3,Servidor_Publico,2,4538,Sudeste,0,1,10611,Pessoal,542,10509,0,1,Excelente,15,5,0,1
49,Casado,Pos-Graduacao,1,CLT,0,14017,Sudeste,0,1,55850,Pessoal,705,20575,0,1,Excelente,9,2,0,1
65,Casado,Medio,2,CLT,7,1428,Sul,0,1,36619,Veiculo,584,10963,2,1,Regular,3,1,0,0
60,Divorciado,Medio,1,Desempregado,15,1765,Sudeste,0,1,22686,Negocio,458,9029,1,3,Bom,21,1,2,0
54,Divorciado,Fundamental,4,CLT,1,6407,Sul,0,0,11211,Pessoal,623,55469,0,0,Regular,5,2,3,1
21,Casado,Fundamental,0,CLT,1,1110,Sudeste,1,0,22483,Pessoal,534,16259,3,3,Bom,8,2,2,0
47,Divorciado,Medio,2,Empresario,1,1442,Sudeste,1,0,13979,Casa,595,5776,2,2,Ruim,8,1,1,0
23,Casado,Fundamental,2,Empresario,4,9947,Sudeste,1,1,69527,Pessoal,600,24408,0,0,Bom,7,4,1,1
63,Casado,Superior,0,CLT,0,3845,Nordeste,1,1,28952,Veiculo,704,6377,1,0,Excelente,6,1,3,1
71,Divorciado,Superior,0,CLT,2,18354,Sul,1,1,15653,Saude,569,14817,0,3,Bom,1,2,2,1
36,Casado,Fundamental,3,CLT,5,2641,Nordeste,0,1,8517,Negocio,689,13906,0,0,Excelente,2,2,2,1
49,Solteiro,Superior,0,Autonomo,4,4059,Sudeste,0,1,18574,Pessoal,460,8124,0,4,Regular,13,4,2,1
26,Casado,Superior,0,Autonomo,2,6797,Sudeste,0,1,72329,Pessoal,709,3927,0,0,Regular,1,2,1,1
29,Casado,Medio,5,CLT,2,6521,Sudeste,1,1,29411,Pessoal,749,7882,0,2,Ruim,0,1,0,1
28,Solteiro,Pos-Graduacao,2,CLT,4,4217,Nordeste,1,0,23291,Pessoal,596,5043,1,2,Excelente,2,2,4,1
63,Casado,Fundamental,0,CLT,0,3330,Nordeste,1,1,104710,Veiculo,538,10543,0,2,Ruim,2,1,3,1
72,Viuvo,Medio,2,CLT,0,5646,Sul,0,1,19309,Casa,512,12363,2,1,Bom,4,1,5,1
33,Divorciado,Medio,1,Empresario,10,11227,Sul,1,1,14091,Casa,617,1129,1,4,Regular,5,2,4,1
18,Casado,Pos-Graduacao,3,Autonomo,0,7767,Centro-Oeste,0,0,37170,Casa,741,11357,1,3,Bom,9,4,1,1
62,Casado,Medio,2,Empresario,6,3362,Sudeste,1,0,37633,Pessoal,577,151037,0,1,Ruim,0,4,1,0
72,Solteiro,Medio,3,Empresario,12,2710,Nordeste,1,1,16824,Educacao,731,5903,1,2,Ruim,1,2,0,1
70,Divorciado,Superior,0,Autonomo,1,3243,Norte,0,0,14212,Pessoal,504,21783,0,2,Bom,4,3,3,1
38,Casado,Pos-Graduacao,2,Autonomo,2,2288,Nordeste,0,1,85618,Pessoal,584,17017,1,5,Pessimo,1,2,2,0
47,Casado,Pos-Graduacao,0,Desempregado,4,5369,Sudeste,1,0,19026,Pessoal,615,1568,0,4,Bom,12,3,1,1
30,Casado,Superior,0,Empresario,10,8008,Sudeste,1,1,8421,Pessoal,641,13329,1,0,Ruim,6,1,5,1
51,Solteiro,Superior,2,Servidor_Publico,14,4708,Nordeste,0,0,31391,Saude,586,3495,0,0,Bom,4,2,3,1
21,Divorciado,Medio,0,Autonomo,6,13792,Sudeste,1,1,55032,Veiculo,744,6650,1,6,Bom,0,1,4,1
45,Casado,Superior,2,Autonomo,0,14260,Sudeste,1,0,23098,Veiculo,746,1883,1,0,Ruim,11,1,1,1
55,Divorciado,Medio,3,Empresario,5,5911,Centro-Oeste,0,1,41344,Veiculo,602,12610,1,5,Excelente,3,3,2,1
48,Solteiro,Superior,1,Empresario,2,7488,Sudeste,0,0,11639,Casa,567,5761,0,2,Ruim,4,1,5,1
72,Casado,Medio,0,Autonomo,3,2863,Nordeste,0,0,44471,Negocio,559,31110,0,0,Regular,7,1,1,1
44,Solteiro,Pos-Graduacao,2,CLT,0,3958,Nordeste,0,1,12529,Saude,723,2080,0,1,Pessimo,16,4,1,1
22,Divorciado,Fundamental,4,CLT,1,10544,Sudeste,0,0,34342,Casa,553,20104,0,1,Pessimo,1,3,2,0
42,Viuvo,Superior,2,Autonomo,7,3471,Sudeste,0,1,49718,Pessoal,473,12349,0,3,Regular,0,2,0,1
20,Solteiro,Superior,2,CLT,3,11997,Sul,0,0,29113,Pessoal,488,3434,0,1,Regular,0,1,1,1
50,Casado,Medio,0,CLT,1,9581,Sudeste,0,1,10013,Casa,686,1727,1,1,Bom,8,2,1,1
21,Solteiro,Fundamental,0,CLT,2,7715,Sul,1,1,10366,Veiculo,483,6063,0,5,Bom,0,1,0,1
42,Divorciado,Fundamental,2,CLT,9,2431,Sul,1,1,96230,Veiculo,580,10266,2,0,Regular,4,3,1,1
37,Solteiro,Pos-Graduacao,0,Servidor_Publico,6,4075,Sul,0,1,14552,Saude,630,2791,0,2,Bom,7,1,2,1
51,Solteiro,Pos-Graduacao,3,CLT,1,7233,Sudeste,1,1,49617,Pessoal,451,3136,1,1,Bom,7,2,0,1
43,Solteiro,Fundamental,1,Empresario,0,2720,Norte,0,1,29575,Negocio,638,21817,0,0,Excelente,3,1,2,1
22,Casado,Medio,1,CLT,1,4385,Nordeste,1,0,12049,Negocio,587,3708,2,0,Excelente,7,3,3,1
52,Solteiro,Medio,3,Servidor_Publico,12,7717,Sudeste,1,1,17567,Veiculo,429,14471,0,1,Ruim,17,4,0,1
45,Casado,Medio,3,Empresario,4,3495,Norte,1,1,104806,Negocio,639,27415,0,0,Excelente,0,2,5,1
46,Casado,Medio,2,Servidor_Publico,3,2957,Sudeste,1,0,438764,Veiculo,659,3625,0,1,Ruim,6,1,1,1
26,Casado,Pos-Graduacao,4,Empresario,4,1668,Sudeste,1,1,20871,Negocio,638,2322,0,2,Excelente,4,4,1,1
69,Casado,Pos-Graduacao,5,CLT,2,3897,Norte,0,0,19749,Veiculo,670,19380,0,2,Bom,1,2,2,1
55,Solteiro,Fundamental,4,Desempregado,8,7815,Sudeste,1,1,7254,Casa,645,6009,1,1,Bom,2,1,1,1
67,Divorciado,Superior,3,CLT,3,2911,Sudeste,1,1,7187,Saude,693,5224,0,1,Ruim,10,1,2,1
23,Solteiro,Fundamental,2,Desempregado,0,4967,Sudeste,1,1,13550,Veiculo,525,33814,1,0,Ruim,5,1,1,0
36,Divorciado,Superior,2,Autonomo,0,4296,Sudeste,0,1,18844,Negocio,480,6199,1,0,Bom,0,1,4,1
61,Casado,Pos-Graduacao,0,CLT,3,3294,Sudeste,1,0,26361,Negocio,503,10696,2,1,Bom,20,1,4,1
74,Casado,Superior,0,Servidor_Publico,13,8124,Sul,1,0,46728,Pessoal,538,1617,0,5,Ruim,6,4,2,1
28,Solteiro,Medio,0,Servidor_Publico,1,13165,Sudeste,1,0,32102,Pessoal,822,7507,0,0,Regular,3,1,3,1
19,Solteiro,Pos-Graduacao,0,CLT,10,8978,Sul,0,0,47352,Saude,539,3356,0,1,Regular,7,2,3,1
64,Casado,Superior,1,Empresario,7,3237,Sul,0,1,16462,Educacao,567,4880,0,2,Regular,1,3,2,1
61,Solteiro,Medio,0,CLT,1,16243,Sudeste,0,1,25421,Veiculo,596,4601,0,2,Regular,1,3,1,1
61,Casado,Medio,4,CLT,0,8962,Centro-Oeste,0,1,20104,Negocio,584,29773,0,6,Bom,0,5,1,1
26,Casado,Superior,3,Empresario,0,3735,Sudeste,0,0,9765,Educacao,801,4174,0,0,Ruim,3,5,4,1
38,Solteiro,Fundamental,0,CLT,6,3086,Nordeste,0,1,5545,Veiculo,447,4746,1,0,Pessimo,14,2,2,0
41,Solteiro,Fundamental,0,CLT,1,9629,Sudeste,1,0,15751,Educacao,838,37591,0,1,Regular,2,3,4,1
51,Viuvo,Pos-Graduacao,3,Desempregado,2,5454,Sul,1,1,3696,Veiculo,634,5671,0,0,Bom,2,2,4,1
39,Casado,Fundamental,3,Autonomo,3,2949,Sul,1,0,10869,Pessoal,716,4357,0,1,Pessimo,7,2,2,1
20,Divorciado,Superior,4,Autonomo,6,4496,Centro-Oeste,1,1,41611,Veiculo,622,24344,0,4,Ruim,12,1,1,1
29,Solteiro,Medio,5,Autonomo,0,3849,Centro-Oeste,1,1,31074,Educacao,701,8233,1,2,Regular,1,3,1,1
45,Solteiro,Superior,5,Servidor_Publico,2,2997,Nordeste,0,1,27367,Veiculo,525,8846,1,0,Regular,9,1,1,1
47,Casado,Superior,1,Empresario,3,9034,Sul,1,0,69176,Casa,484,10925,2,0,Ruim,2,1,4,0
43,Divorciado,Pos-Graduacao,0,Servidor_Publico,3,7856,Sudeste,1,0,15021,Veiculo,850,30934,1,4,Ruim,1,1,1,1
65,Casado,Fundamental,3,Servidor_Publico,8,8128,Nordeste,0,1,46423,Educacao,811,2881,0,1,Ruim,3,3,1,1
38,Casado,Medio,0,CLT,0,8061,Norte,0,1,14105,Negocio,514,25448,0,5,Pessimo,0,1,1,1
45,Solteiro,Superior,3,CLT,8,2836,Sudeste,0,1,33589,Negocio,691,1819,2,2,Bom,11,3,3,1
73,Viuvo,Pos-Graduacao,1,Autonomo,5,3421,Nordeste,1,1,30419,Pessoal,735,3585,1,7,Bom,12,4,4,1
43,Casado,Medio,3,Autonomo,4,11792,Centro-Oeste,0,0,31761,Casa,686,3305,1,4,Bom,6,1,3,1
50,Solteiro,Fundamental,0,CLT,6,5243,Sudeste,1,0,19744,Veiculo,599,7037,1,1,Ruim,2,3,2,1
38,Casado,Medio,1,Desempregado,2,2033,Sul,0,0,34733,Veiculo,822,3826,0,3,Regular,1,2,4,0
52,Solteiro,Medio,2,CLT,0,5598,Sudeste,1,1,36975,Negocio,688,28882,1,1,Ruim,7,3,1,1
69,Casado,Superior,4,CLT,5,7279,Norte,1,1,8565,Veiculo,527,13630,0,0,Bom,0,1,2,1
51,Casado,Superior,0,CLT,3,6730,Sudeste,1,1,53039,Veiculo,581,7985,0,0,Ruim,3,4,1,1
58,Casado,Fundamental,4,Servidor_Publico,5,2799,Sudeste,1,1,10009,Casa,513,3367,0,1,Bom,0,5,1,1
68,Casado,Superior,3,CLT,2,15245,Sul,0,0,13334,Saude,609,32904,0,0,Ruim,3,2,0,1
64,Casado,Superior,2,Desempregado,11,1997,Nordeste,1,1,32649,Negocio,606,8940,0,0,Bom,0,1,1,0
35,Casado,Medio,3,Desempregado,4,5252,Sul,1,1,43405,Negocio,695,6305,0,1,Pessimo,0,3,0,0
28,Casado,Superior,2,CLT,0,13931,Centro-Oeste,1,1,32081,Negocio,694,7072,0,5,Regular,3,2,1,1
74,Casado,Superior,0,Autonomo,2,7009,Norte,1,0,34907,Casa,658,6490,0,2,Ruim,5,5,2,1
40,Solteiro,Medio,0,CLT,7,8117,Norte,0,0,10836,Saude,656,18884,0,1,Excelente,3,3,1,1
65,Casado,Pos-Graduacao,3,Autonomo,7,2612,Centro-Oeste,1,1,17695,Casa,724,25093,1,0,Ruim,1,3,3,1
39,Viuvo,Fundamental,2,Autonomo,3,6052,Centro-Oeste,0,1,5217,Pessoal,597,3210,1,0,Bom,0,3,1,1
34,Divorciado,Pos-Graduacao,0,Empresario,11,4808,Sudeste,0,1,12899,Casa,380,4220,0,2,Bom,0,2,0,1
22,Solteiro,Superior,2,CLT,1,2494,Sudeste,1,1,9197,Pessoal,831,4436,1,3,Ruim,7,4,1,1
61,Casado,Superior,1,Desempregado,2,8258,Sul,0,0,27191,Casa,528,11157,0,1,Bom,0,2,3,1
28,Casado,Fundamental,0,Desempregado,11,3005,Sudeste,1,0,177176,Saude,689,21983,0,2,Bom,11,2,2,0
47,Solteiro,Pos-Graduacao,1,Autonomo,11,3227,Sul,1,0,49419,Pessoal,585,2052,0,2,Bom,10,1,2,1
32,Divorciado,Medio,0,Autonomo,5,6371,Sudeste,1,0,4465,Negocio,759,2845,0,0,Regular,12,1,2,1
44,Solteiro,Superior,0,Autonomo,9,4510,Norte,1,0,7989,Educacao,523,5746,1,1,Bom,12,1,3,1
52,Divorciado,Pos-Graduacao,1,CLT,0,5440,Sudeste,1,0,9517,Casa,548,13818,0,2,Regular,6,3,1,1
50,Casado,Medio,2,Servidor_Publico,10,4347,Sudeste,1,0,6606,Negocio,570,3162,0,2,Bom,11,2,1,1
37,Divorciado,Pos-Graduacao,0,Autonomo,1,11473,Nordeste,1,0,21461,Negocio,675,5507,0,0,Bom,7,2,0,1
33,Solteiro,Superior,1,CLT,0,2821,Centro-Oeste,1,0,32305,Educacao,642,3938,2,0,Bom,2,5,1,1
51,Casado,Superior,0,Autonomo,1,3718,Sul,0,1,9562,Veiculo,676,17283,0,2,Bom,8,3,1,1
19,Solteiro,Pos-Graduacao,0,CLT,2,6559,Sudeste,1,1,22506,Veiculo,632,7262,3,0,Bom,5,1,4,1
52,Solteiro,Superior,0,Servidor_Publico,1,2716,Sudeste,1,0,32085,Pessoal,713,3910,3,3,Bom,0,2,0,1
57,Divorciado,Medio,0,Autonomo,1,2645,Sudeste,1,0,47060,Pessoal,714,2499,1,0,Excelente,9,2,2,1
73,Divorciado,Superior,0,CLT,0,5338,Centro-Oeste,1,0,30481,Pessoal,771,5453,1,0,Bom,12,2,3,1
45,Divorciado,Superior,3,CLT,1,8270,Sudeste,1,1,35042,Saude,654,6223,0,0,Bom,4,1,4,1
64,Solteiro,Fundamental,1,Empresario,4,8943,Norte,0,0,26109,Pessoal,653,18907,0,5,Pessimo,4,1,5,1
56,Divorciado,Medio,0,Servidor_Publico,2,5192,Centro-Oeste,1,0,11951,Veiculo,796,22430,3,3,Regular,3,1,0,1
23,Divorciado,Fundamental,0,Servidor_Publico,2,3283,Sul,1,1,14236,Educacao,739,2482,0,4,Regular,7,5,1,1
26,Casado,Fundamental,0,Autonomo,6,5798,Sudeste,0,0,9337,Casa,671,21689,0,1,Bom,1,2,5,1
37,Casado,Superior,3,CLT,11,6902,Sudeste,1,1,89228,Educacao,480,16524,0,3,Regular,8,2,1,1
18,Casado,Fundamental,1,CLT,7,5750,Sul,1,1,8304,Casa,451,4764,1,4,Bom,2,3,0,1
25,Casado,Medio,0,Autonomo,2,10306,Nordeste,0,1,57622,Casa,681,17290,0,1,Ruim,1,1,4,1
72,Divorciado,Medio,1,Desempregado,6,2674,Sudeste,0,1,8369,Casa,685,3669,0,7,Bom,9,2,1,1
40,Casado,Pos-Graduacao,2,Autonomo,0,3235,Centro-Oeste,1,0,49709,Veiculo,547,12156,1,4,Bom,1,3,1,1
20,Casado,Medio,0,Empresario,0,9482,Nordeste,0,1,58553,Pessoal,655,91603,0,6,Ruim,11,1,1,1
21,Solteiro,Superior,2,CLT,2,2030,Sudeste,1,0,67615,Educacao,528,10204,0,4,Pessimo,22,1,1,1
42,Casado,Medio,1,Servidor_Publico,8,3555,Sudeste,0,1,11693,Negocio,677,5757,0,3,Regular,2,2,1,1
